CityID,lat,long,coordinates,full_name
4336,37.95754242,-121.29244995,[  37.957542 -121.29245 ],"Stockton, CA"
4337,40.92568588,-73.14112854,[ 40.925686 -73.14113 ],"Stony Brook, NY"
4338,41.80112457,-72.24099731,[ 41.801125 -72.241   ],"Storrs, CT"
4339,26.16920853,-80.29371643,[ 26.169209 -80.29372 ],"Sunrise, FL"
4340,43.04794312,-76.14744568,[ 43.047943 -76.147446],"Syracuse, NY"
4341,30.44074059,-84.27832794,[ 30.44074 -84.27833],"Tallahassee, FL"
4342,27.94742393,-82.45877838,[ 27.947424 -82.45878 ],"Tampa, FL"
4343,33.42552185,-111.94125366,[  33.42552 -111.94125],"Tempe, AZ"
4344,39.46648026,-87.41257477,[ 39.46648  -87.412575],"Terre Haute, IN"
4345,29.79574776,-90.82245636,[ 29.795748 -90.82246 ],"Thibodaux, LA"
4346,41.65529633,-83.5357132,[ 41.655296 -83.53571 ],"Toledo, OH"
4347,18.42357063,-64.6259613,[ 18.42357 -64.62596],"Tortola, VI"
4348,39.4018631,-76.60504913,[ 39.401863 -76.60505 ],"Towson, MD"
4349,31.81009865,-85.97215271,[ 31.810099 -85.97215 ],"Troy, AL"
4350,32.22187805,-110.97122192,[  32.221878 -110.97122 ],"Tucson, AZ"
4351,36.15532684,-95.99208069,[ 36.155327 -95.99208 ],"Tulsa, OK"
4352,34.25744247,-88.70340729,[ 34.257442 -88.70341 ],"Tupelo, MS"
4353,33.21068192,-87.56558228,[ 33.210682 -87.56558 ],"Tuscaloosa, AL"
4354,41.43588638,-72.10977936,[ 41.435886 -72.10978 ],"Uncasville, CT"
4355,40.80330276,-77.85972595,[ 40.803303 -77.859726],"University Park, PA"
4356,38.98106384,-104.85597229,[  38.981064 -104.85597 ],"USAF Academy, CO"
4357,41.47814178,-87.05537415,[ 41.47814  -87.055374],"Valparaiso, IN"
4358,49.26356506,-123.13857269,[  49.263565 -123.13857 ],"Vancouver, BC"
4359,42.78757477,-96.9267807,[ 42.787575 -96.92678 ],"Vermillion, SD"
4360,42.0856514,-76.04920959,[ 42.08565 -76.04921],"Vestal, NY"
4361,40.03804398,-75.3444519,[ 40.038044 -75.34445 ],"Villanova, PA"
4362,31.55682564,-97.13002014,[ 31.556826 -97.13002 ],"Waco, TX"
4363,38.89206314,-77.01991272,[ 38.892063 -77.01991 ],"Washington, DC"
4364,41.76200867,-72.74180603,[ 41.76201  -72.741806],"West Hartford, CT"
4365,40.45475388,-86.91569519,[ 40.454754 -86.915695],"West Lafayette, IN"
4366,40.28586578,-74.01741791,[ 40.285866 -74.01742 ],"West Long Branch, NJ"
4367,41.40118408,-73.97232056,[ 41.401184 -73.97232 ],"West Point, NY"
4368,37.68602371,-97.33557129,[ 37.686024 -97.33557 ],"Wichita, KS"
4369,37.27556229,-76.70901489,[ 37.275562 -76.709015],"Williamsburg, VA"
4370,34.23669815,-77.94619751,[ 34.2367 -77.9462],"Wilmington, NC"
4371,36.09626007,-80.24373627,[ 36.09626 -80.24374],"Winston-Salem, NC"
4372,42.26211929,-71.80223846,[ 42.26212 -71.80224],"Worcester, MA"
4373,41.09832001,-80.65065002,[ 41.09832 -80.65065],"Youngstown, OH"
4374,42.23980713,-83.6145401,[ 42.239807 -83.61454 ],"Ypsilanti, MI"
4376,30.39283371,-88.88708496,[ 30.392834 -88.887085],"Biloxi, MS"
4382,26.53568077,-78.69536591,[ 26.53568  -78.695366],"Freeport, BA"
4383,18.35720253,-66.11086273,[ 18.357203 -66.11086 ],"Guaynabo, PR"
4385,21.6504097,-157.92485046,[  21.65041 -157.92485],"Laie, HI"
4387,41.49222565,-90.48927307,[ 41.492226 -90.48927 ],"Moline, IL"
4389,40.71304703,-74.00723267,[ 40.713047 -74.00723 ],"New York City, NY"
4390,32.8788681,-80.01322937,[ 32.87887 -80.01323],"North Charleston, SC"
4391,29.18931007,-82.13778687,[ 29.18931 -82.13779],"Ocala, FL"
4392,30.18521118,-85.73083496,[ 30.185211 -85.730835],"Panama City, FL"
4396,38.78115463,-90.48692322,[ 38.781155 -90.48692 ],"St. Charles, MO"
4399,18.3520546,-66.00531769,[ 18.352055 -66.00532 ],"Trujillo Alto, PR"
4402,38.81716919,-76.75563049,[ 38.81717 -76.75563],"Upper Marlboro, MD"
4403,20.88694191,-156.50482178,[  20.886942 -156.50482 ],"Wailuku, HI"
4404,28.60024643,-81.33882141,[ 28.600246 -81.33882 ],"Winter Park, FL"
4406,40.72812271,-73.63507843,[ 40.728123 -73.63508 ],"Garden City, NY"
4407,47.50645447,-111.30602264,[  47.506454 -111.30602 ],"Great Falls, MT"
4408,40.33691788,-75.92196655,[ 40.336918 -75.92197 ],"Reading, PA"
4409,40.70059586,-73.59317017,[ 40.700596 -73.59317 ],"Uniondale, NY"
4410,54.59726715,-5.93010902,[54.597267 -5.930109],"Belfast, IR"
4412,18.47245979,-77.92173767,[ 18.47246 -77.92174],"Montego Bay, JA"
4413,25.07822609,-77.33834076,[ 25.078226 -77.33834 ],"Nassau, BA"
4414,33.15066147,-96.82508087,[ 33.15066 -96.82508],"Frisco, TX"
4415,19.31822586,-81.24118042,[ 19.318226 -81.24118 ],"Grand Cayman, CI"
4416,25.86585236,-80.18946075,[ 25.865852 -80.18946 ],"Miami Shores, FL"
4417,43.61555862,-84.2472229,[ 43.61556 -84.24722],"Midland, MI"
4421,31.29310036,-92.46328735,[ 31.2931  -92.46329],"Alexandria, LA"
4422,25.74902534,-79.25958252,[ 25.749025 -79.25958 ],"Bimini, BA"
4423,40.47709274,-88.99321747,[ 40.477093 -88.99322 ],"Bloomington, IL"
4424,18.38186455,-65.9569931,[ 18.381865 -65.95699 ],"Carolina, PR"
4425,34.20262527,-90.5749588,[ 34.202625 -90.57496 ],"Clarksdale, MS"
4426,37.31931305,-122.02926636,[  37.319313 -122.02927 ],"Cupertino, CA"
4427,26.06508636,-80.23220825,[ 26.065086 -80.23221 ],"Davie, FL"
4428,40.6745491,-89.53993988,[ 40.67455 -89.53994],"East Peoria, IL"
4429,26.12416267,-80.14358521,[ 26.124163 -80.143585],"Fort Lauderdale, FL"
4430,35.00759888,-80.94432068,[ 35.0076  -80.94432],"Fort Mill, SC"
4431,42.96546173,-85.67017365,[ 42.96546 -85.67017],"Grand Rapids, MI"
4432,19.72525787,-155.08908081,[  19.725258 -155.08908 ],"Hilo, HI"
4433,29.59584808,-90.71936798,[ 29.595848 -90.71937 ],"Houma, LA"
4434,30.22106361,-92.65866089,[ 30.221064 -92.65866 ],"Jennings, LA"
4435,46.2026062,-119.11696625,[  46.202606 -119.11697 ],"Kennewick, WA"
4436,42.39506531,-83.36949921,[ 42.395065 -83.3695  ],"Livonia, MI"
4437,26.52376366,-78.65973663,[ 26.523764 -78.65974 ],"Lucaya, BA"
4438,28.07993126,-80.60351563,[ 28.079931 -80.603516],"Melbourne, FL"
4439,33.44940567,-90.50408173,[ 33.449406 -90.50408 ],"Moorehead, MS"
4440,32.79051208,-79.87651825,[ 32.790512 -79.87652 ],"Mt. Pleasant, SC"
4441,43.13721085,-79.03512573,[ 43.13721  -79.035126],"Niagara University, NY"
4442,43.65189362,-79.38171387,[ 43.651894 -79.381714],"Toronto, ON"
4443,26.71443939,-80.0549469,[ 26.71444 -80.05495],"West Palm Beach, FL"
4444,34.80131531,-87.67326355,[ 34.801315 -87.67326 ],"Florence, AL"
4445,38.20994568,-84.55976868,[ 38.209946 -84.55977 ],"Georgetown, KY"
4446,36.60435104,-121.85463715,[  36.60435 -121.85464],"Seaside, CA"
4447,28.2946949,-81.40253448,[ 28.294695 -81.402534],"Kissimmee, FL"
4448,42.72867966,-83.17463684,[ 42.72868 -83.17464],"Oakland, MI"
4449,27.77206993,-82.63848877,[ 27.77207 -82.63849],"St. Petersburg, FL"
4450,37.56845856,-84.29679108,[ 37.56846 -84.29679],"Berea, KY"
4451,42.40134811,-82.19016266,[ 42.40135 -82.19016],"Chatham, ON"
4452,20.88803291,-156.46784973,[  20.888033 -156.46785 ],"Kahului, HI"
4453,43.80876541,-91.25186157,[ 43.808765 -91.25186 ],"La Crosse, WI"
4454,20.79049301,-156.33694458,[  20.790493 -156.33694 ],"Maui, HI"
4455,40.78575516,-74.26506042,[ 40.785755 -74.26506 ],"West Orange, NJ"
4456,41.03272629,-73.7663269,[ 41.032726 -73.76633 ],"White Plains, NY"
4457,28.56511879,-81.58901215,[ 28.565119 -81.58901 ],"Winter Garden, FL"
4458,33.47203445,-86.7890625,[ 33.472034 -86.78906 ],"Homewood, AL"
4459,34.41316986,-119.85704803,[  34.41317 -119.85705],"Isla Vista, CA"
4460,41.76592636,-72.23377991,[ 41.765926 -72.23378 ],"Mansfield, CT"
4461,41.45302963,-72.13633728,[ 41.45303 -72.13634],"Montville, CT"
4462,42.68766785,-71.1215744,[ 42.687668 -71.121574],"North Andover, MA"
4463,38.95154953,-92.32859039,[ 38.95155 -92.32859],"Columbia, MO"
4464,40.28319931,-74.73177338,[ 40.2832  -74.73177],"Lawrence Township, NJ"
4465,42.06181335,-78.42311096,[ 42.061813 -78.42311 ],"Olean, NY"
4466,39.82295227,-84.01794434,[ 39.822952 -84.017944],"Fairborn, OH"
4467,40.02271271,-75.32086945,[ 40.022713 -75.32087 ],"Bryn Mawr, PA"
4468,41.25360107,-76.04790497,[ 41.2536   -76.047905],"Moon, PA"
4469,41.44097137,-71.50228882,[ 41.44097 -71.50229],"South Kingstown, RI"
4470,39.92457962,-83.81013489,[ 39.92458  -83.810135],"Springfield, OH"
4471,31.99743271,-102.07804108,[  31.997433 -102.07804 ],"Midland, TX"
4472,20.63138962,-87.07305908,[ 20.63139 -87.07306],"Riviera Maya, MX"
4473,40.87559891,-73.15625763,[ 40.8756  -73.15626],"St. James, JA"
4474,48.42750168,-123.36725616,[  48.4275   -123.367256],"Victoria, BC"
4475,39.74443054,-75.54509735,[ 39.74443 -75.5451 ],"Wilmington, DE"
4476,37.108284,-113.58327484,[  37.108284 -113.583275],"Saint George, UT"
4477,32.22065735,-98.20214844,[ 32.220657 -98.20215 ],"Stephenville, TX"
4478,32.83867645,-117.25404358,[  32.838676 -117.25404 ],"La Jolla, CA"
4479,31.87805939,-91.13916779,[ 31.87806 -91.13917],"Alcorn State, MS"
4480,40.71500015,-73.72277832,[ 40.715   -73.72278],"Belmont Park, NY"
4481,33.50187302,-117.66281891,[  33.501873 -117.66282 ],"San Juan Capistrano, CA"
4482,44.94371796,-93.09428406,[ 44.943718 -93.094284],"St. Paul, MN"
4483,34.97987366,-101.92756653,[  34.979874 -101.92757 ],"Canyon, TX"
4484,26.1474514,-81.7954483,[ 26.147451 -81.79545 ],"Naples, FL"
4485,36.97414017,-122.02880096,[  36.97414 -122.0288 ],"Santa Cruz, CA"
4486,36.03409576,-114.98445129,[  36.034096 -114.98445 ],"Henderson, NV"
4487,30.40689659,-87.21756744,[ 30.406897 -87.21757 ],"Pensacola, FL"
4488,33.25063324,-95.89819336,[ 33.250633 -95.89819 ],"Commerce, TX"
4489,53.34409714,-6.2674861,[53.344097 -6.267486],"Dublin, IR"
4490,42.02978897,-71.1314621,[ 42.02979 -71.13146],"Easton, MA"
4491,45.5837326,-73.75006866,[ 45.583733 -73.75007 ],"Laval, QC"
4492,51.50015259,-0.12623601,[51.500153 -0.126236],"London, GB"
4493,40.69643784,-74.26988983,[ 40.696438 -74.26989 ],"Union, NJ"
4494,20.78145599,-156.46269226,[  20.781456 -156.46269 ],"Kihei, HI"
